Geneid	Chr	Start	End	Strand	Length	wt35_1.1st	wt35_2.1st	wt35_3.1st	wt35_1.3st	wt35_2.3st	wt35_3.3st	wt35_4.3st	Mut218_1.3st	Mut218_2.3st	Mut218_3.3st
YLL029W	chrXII	81461	83710	+	2250	1608	2574	1665	2808	2253	2066	1633	1607	1721	2267
YLL028W	chrXII	84804	86564	+	1761	481	766	448	723	559	567	374	391	434	442
YLL027W	chrXII	87403	88155	+	753	581	695	423	906	550	608	445	376	349	308
YLL026W	chrXII	88623	91349	+	2727	12179	19027	10464	14954	13122	17656	12658	14611	18561	26968
YLL025W	chrXII	94747	95121	+	375	63	70	29	45	35	41	28	33	21	23
YLL024C	chrXII	95566	97485	-	1920	13178	20042	9641	8701	10735	11087	9158	14562	18385	21630
YLL023C	chrXII	97997	98836	-	840	414	711	329	353	265	334	241	438	473	617
YLL022C	chrXII	99044	100201	-	1158	137	217	167	284	212	212	218	275	267	291
YLL021W	chrXII	100947	105347	+	4401	931	1665	1265	914	983	1075	916	852	909	973
YLL020C	chrXII	105556	105861	-	306	1	6	0	1	0	1	1	0	1	2
YLL019C	chrXII	105686	107899	-	2214	374	615	363	771	616	566	528	530	549	672
YLL019W-A	chrXII	106908	107000	+	93	0	0	0	0	0	0	0	0	0	0
YLL018C-A	chrXII	108676	108972	-	297	57	92	45	69	73	65	58	82	67	86
YLL018C	chrXII	109902	111575	-	1674	2060	2879	1768	2522	2180	2272	1970	1662	1739	1849
YLL015W	chrXII	116432	121111	+	4680	1067	1652	1066	1217	993	1185	927	608	607	714
YLL014W	chrXII	121322	121648	+	327	211	275	165	243	190	241	230	252	223	199
YLL013C	chrXII	122075	124714	-	2640	129	223	139	112	123	142	120	276	212	333
YLL012W	chrXII	125534	127255	+	1722	390	655	508	437	386	455	347	809	594	544
YLL011W	chrXII	127523	128992	+	1470	168	337	321	214	206	313	250	288	262	299
YLL010C	chrXII	129330	130613	-	1284	403	605	356	505	366	524	304	491	466	552
YLL009C	chrXII	131205	131414	-	210	114	159	119	202	186	210	232	232	223	244
YLL008W	chrXII	131729	133987	+	2259	172	371	348	362	356	381	415	516	489	420
YLL007C	chrXII	134302	136299	-	1998	67	89	44	86	43	61	65	63	49	61
YLL006W-A	chrXII	136345	136521	+	177	0	0	0	0	0	0	0	0	0	0
YLL006W	chrXII	136586	137866	+	1281	111	163	112	89	85	128	129	140	179	226
YLL005C	chrXII	137940	140546	-	2607	250	340	164	225	154	208	182	141	143	178
YLL004W	chrXII	141073	142923	+	1851	148	214	147	141	106	156	117	117	144	158
YLL003W	chrXII	143201	146041	+	2841	498	749	527	429	361	477	352	330	352	465
YLL002W	chrXII	146291	147601	+	1311	113	152	125	122	123	141	125	132	117	161
YLL001W	chrXII	147890	150163	+	2274	539	820	478	468	414	547	638	537	445	619
YLR001C	chrXII	151389	153977	-	2589	542	743	414	531	402	533	420	413	386	511
YLR002C	chrXII	154343	156334	-	1992	144	293	230	250	212	300	255	314	275	313
YLR003C	chrXII	156855	157730	-	876	80	148	69	86	72	124	104	161	132	151
YLR004C	chrXII	157934	159505	-	1572	103	131	90	76	77	74	74	61	98	94
YLR005W	chrXII	160049	161434	+	1386	457	631	391	507	490	506	443	506	542	597
YLR006C	chrXII	161755	163893	-	2139	350	509	301	457	325	415	244	317	322	370
YLR007W	chrXII	164392	165402	+	1011	345	446	334	470	377	451	359	426	428	391
YLR008C	chrXII	165577	166083	-	507	229	340	244	237	233	269	263	235	251	259
YLR009W	chrXII	166537	167136	+	600	283	518	462	402	459	536	651	589	590	476
YLR010C	chrXII	167320	167802	-	483	70	102	76	86	79	90	80	66	75	72
YLR011W	chrXII	169103	169678	+	576	86	117	74	106	68	91	71	114	100	110
YLR012C	chrXII	169982	170281	-	300	3	6	6	3	3	6	5	3	11	16
YLR013W	chrXII	171339	171764	+	426	0	5	0	3	4	4	1	3	2	9
YLR014C	chrXII	172268	174982	-	2715	108	190	124	106	116	142	101	139	163	156
YLR015W	chrXII	175227	176744	+	1518	204	351	274	289	265	339	311	287	326	361
YLR016C	chrXII	176802	177416	-	615	232	284	230	276	245	245	211	210	198	190
YLR017W	chrXII	177608	178621	+	1014	173	310	259	260	282	263	338	351	379	360
YLR018C	chrXII	178707	179606	-	900	100	141	75	114	96	117	77	155	189	208
YLR019W	chrXII	180288	181481	+	1194	373	505	305	458	290	364	288	383	388	419
YLR020C	chrXII	181789	183405	-	1617	231	354	252	289	241	270	255	236	260	239
YLR021W	chrXII	183623	184162	+	540	168	241	170	297	214	222	201	182	164	174
YLR022C	chrXII	184174	184926	-	753	147	185	124	131	116	153	110	137	171	176
YLR023C	chrXII	185498	187129	-	1632	579	791	375	475	338	448	297	635	636	902
YLR024C	chrXII	187663	193281	-	5619	168	264	156	145	151	169	188	175	181	228
YLR025W	chrXII	194452	195174	+	723	739	1193	865	1103	1068	1236	1161	874	882	1018
YLR026C	chrXII	195450	196472	-	1023	169	213	154	157	164	172	167	236	199	252
YLR027C	chrXII	196829	198085	-	1257	2045	2631	1562	2433	2012	1861	1815	1413	1550	1338
YLR028C	chrXII	199540	201315	-	1776	1341	2223	1295	1762	1685	1858	1557	1736	1814	1916
YLR029C	chrXII	201976	202590	-	615	2293	3512	2838	2549	2623	2860	2537	2563	2372	2371
YLR030W	chrXII	203290	204081	+	792	32	63	39	39	31	46	40	49	32	51
YLR031W	chrXII	204225	204785	+	561	37	53	25	47	35	40	32	32	31	35
YLR032W	chrXII	204991	208500	+	3510	470	707	468	314	253	305	228	218	262	306
YLR033W	chrXII	208761	210269	+	1509	414	631	424	417	283	394	398	266	273	344
YLR034C	chrXII	210512	211933	-	1422	412	553	313	378	265	337	274	394	377	473
YLR035C	chrXII	212369	214456	-	2088	113	260	153	136	139	145	160	240	271	357
YLR036C	chrXII	221521	222132	-	612	49	64	33	32	33	59	55	58	51	77
YLR037C	chrXII	222685	223059	-	375	108	120	72	147	86	110	65	149	144	152
YLR038C	chrXII	224921	225172	-	252	741	876	436	1001	660	796	862	657	558	549
YLR039C	chrXII	225426	228596	-	3171	332	481	257	336	217	317	247	240	245	339
YLR040C	chrXII	228908	229582	-	675	709	1042	677	906	717	814	681	872	789	877
YLR041W	chrXII	229377	229697	+	321	2	9	1	2	3	2	0	4	5	6
YLR042C	chrXII	229966	230451	-	486	336	433	242	307	265	272	235	233	254	226
YLR043C	chrXII	231702	232013	-	312	431	434	344	739	512	561	548	580	436	535
YLR044C	chrXII	232390	234081	-	1692	8034	10263	8529	9531	12571	10349	13563	21546	19683	23266
YLR045C	chrXII	235037	237703	-	2667	212	335	224	276	211	231	265	323	364	450
YLR046C	chrXII	238001	238813	-	813	116	152	81	127	96	118	77	88	76	79
YLR047C	chrXII	239347	241407	-	2061	117	201	113	93	104	138	114	167	161	246
YLR048W	chrXII	242232	243349	+	1118	580	952	756	669	748	780	631	855	782	749
YLR049C	chrXII	243886	245172	-	1287	91	96	59	126	73	106	92	163	109	199
YLR050C	chrXII	245587	246072	-	486	156	217	140	254	183	187	197	190	211	225
YLR051C	chrXII	246324	246977	-	654	152	279	205	231	179	201	226	292	276	263
YLR052W	chrXII	247201	247953	+	753	140	228	109	173	138	165	133	186	189	204
YLR053C	chrXII	248100	248426	-	327	119	129	80	155	96	128	99	74	62	87
YLR054C	chrXII	248717	250978	-	2262	38	41	28	77	72	74	42	106	83	119
YLR055C	chrXII	251272	253080	-	1809	309	425	301	356	315	336	214	261	276	283
YLR056W	chrXII	253861	254958	+	1098	1401	1827	1077	1947	1219	1141	1229	1298	1023	848
YLR057W	chrXII	255306	257855	+	2550	338	552	374	413	365	439	386	377	364	388
YLR058C	chrXII	257992	259401	-	1410	10179	14416	7998	9797	9064	9496	9290	11722	10054	11248
YLR059C	chrXII	259738	260547	-	810	149	206	134	272	181	188	164	167	171	141
YLR060W	chrXII	260979	262766	+	1788	788	1113	762	779	850	907	852	1119	1188	1153
YLR061W	chrXII	263194	263948	+	755	11	30	20	9	13	19	6	17	13	9
YLR062C	chrXII	263577	263954	-	378	1	2	0	1	1	0	1	0	1	0
YLR063W	chrXII	264157	265254	+	1098	57	66	60	68	70	97	89	108	93	130
YLR064W	chrXII	265456	266277	+	822	481	640	325	495	449	601	412	433	721	861
YLR065C	chrXII	266373	266918	-	546	213	336	269	275	293	315	327	266	268	231
YLR066W	chrXII	267169	267723	+	555	329	421	302	339	293	348	310	312	360	341
YLR067C	chrXII	267813	270710	-	2898	142	212	154	132	126	143	157	176	156	176
YLR068W	chrXII	271008	271463	+	456	47	86	66	69	84	91	101	127	101	110
YLR069C	chrXII	271630	273915	-	2286	356	577	383	456	524	487	595	685	597	591
YLR070C	chrXII	274141	275211	-	1071	77	105	81	146	91	86	82	125	113	127
YLR071C	chrXII	275378	278626	-	3249	329	509	317	341	259	326	236	343	283	386
YLR072W	chrXII	278862	280943	+	2082	564	850	620	681	685	768	612	522	505	554
YLR073C	chrXII	281019	281621	-	603	45	86	67	48	58	66	54	65	74	36
YLR074C	chrXII	281956	282456	-	501	165	279	223	461	329	334	260	423	427	368
YLR075W	chrXII	282927	283592	+	666	1020	1633	1060	1209	1259	1170	1168	1492	1279	1338
YLR076C	chrXII	283185	283607	-	423	3	1	0	2	0	3	7	4	1	2
YLR077W	chrXII	283872	285623	+	1752	269	438	291	380	337	347	327	390	433	476
YLR078C	chrXII	285736	286559	-	824	284	415	281	391	310	363	354	374	322	349
YLR079W	chrXII	286820	287674	+	855	382	541	317	476	381	484	416	535	509	587
YLR080W	chrXII	287916	289250	+	1335	229	304	169	289	197	253	194	182	188	215
YLR081W	chrXII	290212	291936	+	1725	53	90	51	60	37	72	46	72	54	80
YLR082C	chrXII	292394	293572	-	1179	176	254	160	162	135	158	151	140	125	195
YLR083C	chrXII	294091	296094	-	2004	252	407	288	279	251	279	215	295	293	362
YLR084C	chrXII	296589	300251	-	3663	221	262	142	145	113	169	137	214	246	284
YLR085C	chrXII	300673	301989	-	1317	262	418	247	286	228	270	203	261	213	269
YLR086W	chrXII	302243	306499	+	4257	287	433	274	233	206	305	246	282	268	359
YLR087C	chrXII	306855	315731	-	8877	383	564	380	407	352	427	364	342	331	387
YLR088W	chrXII	316107	317951	+	1845	272	415	248	254	247	278	270	266	288	323
YLR089C	chrXII	318237	320015	-	1779	2432	4130	1995	1677	1216	1643	1198	1658	1301	1481
YLR090W	chrXII	320701	322080	+	1380	341	580	375	418	362	408	388	381	327	345
YLR091W	chrXII	322297	323178	+	882	155	205	124	241	167	144	123	89	99	81
YLR092W	chrXII	323544	326225	+	2682	2665	3460	1913	973	974	906	1142	947	369	2316
YLR093C	chrXII	326513	327415	-	903	997	1277	761	1104	801	1011	840	721	748	819
YLR094C	chrXII	327730	329238	-	1509	408	648	376	524	375	444	262	457	440	527
YLR095C	chrXII	329677	332115	-	2439	282	423	320	386	312	342	281	337	383	456
YLR096W	chrXII	332590	336033	+	3444	326	562	335	337	346	370	306	312	355	462
YLR097C	chrXII	336231	337265	-	1035	431	575	290	389	283	350	318	280	319	366
YLR098C	chrXII	337527	339473	-	1947	232	388	235	249	199	253	188	244	223	299
YLR099C	chrXII	339744	340928	-	1185	383	529	339	636	539	522	419	440	464	480
YLR099W-A	chrXII	341325	341588	+	264	54	91	56	145	98	85	77	93	73	75
YLR100W	chrXII	341810	342853	+	1044	539	874	536	667	640	639	584	482	509	556
YLR101C	chrXII	342566	342961	-	396	10	16	7	16	17	17	11	14	11	9
YLR102C	chrXII	342970	343767	-	798	245	298	211	350	337	334	245	212	212	248
YLR103C	chrXII	343989	345941	-	1953	39	75	56	59	63	66	84	93	102	106
YLR104W	chrXII	346585	346980	+	396	136	132	98	139	119	141	132	166	169	183
YLR105C	chrXII	347047	348180	-	1134	261	392	281	249	225	303	278	229	246	223
YLR106C	chrXII	349006	363738	-	14733	463	886	728	927	756	759	802	619	753	690
YLR107W	chrXII	364116	365330	+	1215	304	432	281	419	313	435	383	401	380	466
YLR108C	chrXII	366667	368124	-	1458	152	208	84	372	173	321	162	165	226	319
YLR109W	chrXII	368781	369311	+	531	9351	13969	7695	15509	13174	12428	11983	14076	14786	14455
YLR110C	chrXII	369697	370098	-	402	7420	9323	5531	9512	7206	6467	4775	7502	6494	6601
YLR111W	chrXII	370391	370723	+	333	5	10	5	3	6	9	7	4	8	8
YLR112W	chrXII	370791	371210	+	420	32	38	19	33	24	32	22	17	27	37
YLR113W	chrXII	371620	372927	+	1308	593	880	505	770	696	765	613	703	772	774
YLR114C	chrXII	374944	377238	-	2295	656	1003	659	468	532	640	586	546	569	702
YLR115W	chrXII	377985	380564	+	2580	329	473	316	306	302	405	328	418	513	673
YLR116W	chrXII	380822	382252	+	1431	161	256	176	187	140	154	128	225	230	267
YLR117C	chrXII	382471	384534	-	2064	691	1075	675	682	493	672	561	467	497	620
YLR118C	chrXII	384725	385408	-	684	355	480	334	350	391	391	414	400	422	444
YLR119W	chrXII	385534	386175	+	642	218	223	165	219	161	214	198	161	152	159
YLR120C	chrXII	386511	388220	-	1710	477	697	346	627	500	569	467	564	545	628
YLR120W-A	chrXII	388672	388773	+	102	7	12	8	15	13	13	5	21	20	21
YLR121C	chrXII	388744	390270	-	1527	307	499	296	641	520	543	343	762	677	697
YLR122C	chrXII	390954	391331	-	378	37	55	31	44	34	43	25	32	24	19
YLR123C	chrXII	391078	391407	-	330	19	24	22	11	15	21	12	11	15	19
YLR124W	chrXII	391600	391944	+	345	18	23	17	35	29	32	18	22	28	31
YLR125W	chrXII	393484	393894	+	411	59	87	39	46	45	63	57	51	61	77
YLR126C	chrXII	394765	395520	-	756	275	341	206	230	234	289	254	245	254	278
YLR127C	chrXII	395758	398319	-	2562	227	325	188	194	180	205	186	179	191	235
YLR128W	chrXII	398530	399433	+	904	98	137	115	124	108	142	135	151	149	183
YLR129W	chrXII	399657	402488	+	2832	297	515	464	421	370	458	474	447	455	358
YLR130C	chrXII	402794	404062	-	1269	1109	1141	936	1407	998	1041	815	762	831	833
YLR131C	chrXII	404510	406822	-	2313	301	401	297	428	320	327	284	320	281	345
YLR132C	chrXII	407283	408155	-	873	125	192	127	172	133	154	164	222	178	233
YLR133W	chrXII	408445	410193	+	1749	391	668	417	353	412	482	468	634	624	849
YLR134W	chrXII	410723	412414	+	1692	448	569	346	593	380	408	338	161	139	117
YLR135W	chrXII	413281	415527	+	2247	152	256	176	189	156	228	198	244	267	329
YLR136C	chrXII	415801	416658	-	858	32	50	34	54	40	61	70	118	97	141
YLR137W	chrXII	417006	418109	+	1104	120	150	109	196	153	124	128	125	115	134
YLR138W	chrXII	418437	421394	+	2958	770	1342	905	905	750	973	854	1057	1097	1225
YLR139C	chrXII	421542	423473	-	1932	83	113	79	80	72	67	78	106	93	90
YLR140W	chrXII	423474	423800	+	327	6	4	4	11	4	4	4	5	6	7
YLR141W	chrXII	423683	424774	+	1092	53	77	49	85	69	59	64	60	62	60
YLR142W	chrXII	425186	426616	+	1431	136	229	125	217	187	213	152	355	374	563
YLR143W	chrXII	427329	429386	+	2058	196	343	251	243	189	264	212	239	317	341
YLR144C	chrXII	429677	432016	-	2340	322	438	273	279	218	324	247	284	337	375
YLR145W	chrXII	432168	432773	+	606	128	215	181	214	197	212	187	193	174	196
YLR146C	chrXII	432823	433725	-	903	129	167	89	123	117	147	126	139	144	141
YLR146W-A	chrXII	433870	434058	+	189	35	38	39	39	18	58	48	59	63	62
YLR147C	chrXII	434158	434463	-	306	108	178	135	159	132	114	156	118	103	107
YLR148W	chrXII	434641	437397	+	2757	215	315	148	199	138	192	168	188	213	298
YLR149C	chrXII	437631	439823	-	2193	698	898	404	833	455	694	507	591	568	893
YLR149C-A	chrXII	440370	440456	-	87	0	1	1	2	2	0	1	4	2	0
YLR150W	chrXII	440467	441288	+	822	765	1370	1314	1413	1615	1473	1558	1926	1891	1913
YLR151C	chrXII	441715	442737	-	1023	68	122	59	111	85	108	86	180	160	204
YLR152C	chrXII	442958	444688	-	1731	2173	2780	1592	2616	1362	2135	778	497	632	704
YLR153C	chrXII	445524	447575	-	2052	3503	4358	2542	2429	1825	1722	1741	1977	1724	1995
YLR154C	chrXII	447982	448314	-	333	70	95	72	153	85	84	71	148	103	124
YLR154W-A	chrXII	452438	452623	+	186	150	218	138	274	357	198	228	185	186	174
YLR154W-B	chrXII	454392	454556	+	165	34	97	46	77	59	53	40	72	47	57
YLR154W-C	chrXII	454696	455070	+	375	128	201	118	211	186	152	157	112	121	124
YLR154W-E	chrXII	455433	455636	+	204	10	17	11	8	17	23	22	18	18	16
YLR154W-F	chrXII	455883	456023	+	141	6	21	11	7	13	19	14	19	6	16
YLR154C-G	chrXII	462522	462671	-	150	2	8	14	17	121	18	26	9	7	7
YLR154C-H	chrXII	468827	468958	-	132	0	0	0	0	3	0	0	1	0	0
YLR155C	chrXII	469317	470405	-	1089	6	4	3	11	1	4	3	3	0	1
YLR156W	chrXII	472113	472457	+	345	0	0	0	0	0	0	0	0	0	0
YLR156C-A	chrXII	472479	472610	-	132	0	0	0	0	0	0	0	0	0	0
YLR157C	chrXII	472969	474057	-	1089	0	0	0	0	0	0	0	0	0	0
YLR157W-D	chrXII	475764	475976	+	213	2	3	0	0	0	5	1	1	1	2
YLR157W-E	chrXII	481873	482037	+	165	4	4	0	5	7	3	4	2	0	4
YLR157C-C	chrXII	482059	482190	-	132	0	0	0	0	0	0	0	0	0	0
YLR158C	chrXII	482549	483637	-	1089	6	3	1	7	9	4	4	0	1	2
YLR159W	chrXII	485345	485689	+	345	0	0	0	0	0	0	0	0	0	0
YLR159C-A	chrXII	485711	485842	-	132	7	5	5	9	4	3	3	3	0	1
YLR160C	chrXII	486201	487289	-	1089	30	34	26	63	44	39	27	27	27	33
YLR161W	chrXII	488997	489341	+	345	24	29	22	37	20	23	11	7	8	5
YLR162W	chrXII	489573	489929	+	357	36	47	36	57	59	53	63	40	34	40
YLR162W-A	chrXII	490406	490594	+	189	39	61	47	59	56	68	31	51	45	49
YLR163C	chrXII	491866	493254	-	1389	1049	1489	947	1184	1108	1284	1232	817	882	989
YLR163W-A	chrXII	492812	492925	+	114	0	0	0	0	0	0	0	0	0	0
YLR164W	chrXII	493883	494389	+	507	169	169	92	149	95	93	73	52	49	52
YLR165C	chrXII	494494	495258	-	765	115	144	84	134	67	94	81	88	71	79
YLR166C	chrXII	495429	498044	-	2616	318	427	232	310	229	302	237	244	250	369
YLR167W	chrXII	498947	499405	+	459	2065	2991	2486	3460	3576	3633	3572	3831	3752	3931
YLR168C	chrXII	499578	500270	-	693	665	936	615	1414	1018	1273	1093	955	1107	1064
YLR169W	chrXII	500335	500688	+	354	40	72	57	104	99	99	82	71	57	61
YLR170C	chrXII	500579	501049	-	471	2	8	2	16	14	6	6	3	2	5
YLR171W	chrXII	500733	501122	+	390	4	2	3	17	6	10	10	3	4	8
YLR172C	chrXII	501260	502162	-	903	489	828	734	994	1010	1019	1114	990	1184	1052
YLR173W	chrXII	502421	504247	+	1827	363	592	378	482	476	495	348	434	434	536
YLR174W	chrXII	504591	505829	+	1239	425	553	319	723	379	511	389	301	274	266
YLR175W	chrXII	506134	507585	+	1452	2407	4582	5028	3889	4630	5425	6164	3378	4629	4032
YLR176C	chrXII	507797	510232	-	2436	103	156	64	93	83	107	82	85	91	135
YLR177W	chrXII	511054	512940	+	1887	470	613	292	758	420	551	360	504	501	714
YLR178C	chrXII	513162	513821	-	660	777	1187	661	1407	1012	1149	839	839	828	1158
YLR179C	chrXII	514108	514713	-	606	1670	2149	1560	2244	2164	1969	2029	2905	2012	2597
YLR180W	chrXII	515262	516410	+	1149	951	1167	828	895	886	828	863	1330	797	1281
YLR181C	chrXII	516678	517670	-	993	163	234	152	209	207	260	249	273	293	306
YLR182W	chrXII	517940	520351	+	2412	200	296	180	157	125	193	179	237	222	327
YLR183C	chrXII	520543	522012	-	1470	23	45	34	70	55	61	80	138	124	166
YLR184W	chrXII	522106	522453	+	348	1	0	0	1	0	0	1	0	1	0
YLR185W	chrXII	522663	523288	+	626	365	604	508	431	489	480	463	569	530	566
YLR186W	chrXII	523632	524390	+	759	192	313	268	305	255	285	275	364	358	311
YLR187W	chrXII	524865	527945	+	3081	71	122	80	69	79	79	73	103	96	121
YLR188W	chrXII	528300	530387	+	2088	396	625	427	465	499	533	550	623	673	682
YLR189C	chrXII	530797	534393	-	3597	1122	1677	1035	1230	843	1176	857	765	766	966
YLR190W	chrXII	535214	536689	+	1476	175	240	133	193	136	154	167	279	328	344
YLR191W	chrXII	537272	538432	+	1161	499	697	581	434	392	483	480	453	372	394
YLR192C	chrXII	538792	539589	-	798	1187	1897	1283	1248	1428	1383	1684	1678	1582	1746
YLR193C	chrXII	540009	540536	-	528	437	624	379	694	408	508	332	253	306	297
YLR194C	chrXII	540809	541573	-	765	439	528	408	720	753	742	607	1289	1128	1159
YLR195C	chrXII	541937	543304	-	1368	405	603	389	422	428	462	479	532	494	550
YLR196W	chrXII	543968	545698	+	1731	321	662	570	510	547	590	599	702	837	686
YLR197W	chrXII	546097	547611	+	1515	756	1367	1174	1018	1079	1164	1612	1016	1172	1134
YLR198C	chrXII	547286	547645	-	360	61	98	49	66	72	112	120	47	68	90
YLR199C	chrXII	547853	548769	-	917	352	596	443	442	565	564	527	539	561	552
YLR200W	chrXII	549012	549356	+	345	181	245	176	162	159	200	246	263	239	244
YLR201C	chrXII	549511	550293	-	783	405	633	324	527	449	505	417	406	413	434
YLR202C	chrXII	550194	550636	-	443	21	31	25	25	24	45	41	23	26	28
YLR203C	chrXII	550650	551960	-	1311	380	599	425	593	564	614	697	616	572	594
YLR204W	chrXII	552270	552605	+	336	108	180	117	194	209	166	206	187	191	174
YLR205C	chrXII	552724	553677	-	954	1985	2169	1315	2562	1400	1624	1211	1156	858	1005
YLR206W	chrXII	554578	556419	+	1842	649	969	631	813	530	553	453	621	568	650
YLR207W	chrXII	556788	559289	+	2502	432	652	419	481	454	502	455	395	490	560
YLR208W	chrXII	559551	560444	+	894	491	660	456	525	501	532	488	600	610	672
YLR209C	chrXII	560797	561732	-	936	242	353	216	388	379	347	370	595	614	847
YLR210W	chrXII	562008	563390	+	1383	82	104	57	69	100	107	89	245	341	621
YLR211C	chrXII	563792	564531	-	740	308	545	281	333	229	364	230	182	172	223
YLR212C	chrXII	564860	566281	-	1422	149	225	160	183	135	164	130	161	153	131
YLR213C	chrXII	566654	567922	-	1269	70	100	56	66	50	69	49	61	55	49
YLR214W	chrXII	568567	570627	+	2061	232	376	233	213	229	206	253	431	352	388
YLR215C	chrXII	570776	571858	-	1083	141	215	162	188	149	187	184	156	165	185
YLR216C	chrXII	572096	573211	-	1116	3829	6304	3031	2419	2836	3806	2773	5932	7129	9610
YLR217W	chrXII	572909	573232	+	324	4	8	1	2	0	2	2	4	3	8
YLR218C	chrXII	573466	573918	-	453	62	98	68	140	136	124	124	111	88	95
YLR219W	chrXII	574151	576337	+	2187	554	782	501	740	557	659	476	561	567	732
YLR220W	chrXII	576825	577793	+	969	553	809	447	678	531	580	462	385	440	411
YLR221C	chrXII	578362	579024	-	663	195	354	293	230	264	345	394	364	336	361
YLR222C	chrXII	579318	581771	-	2454	250	372	376	358	380	430	481	472	494	365
YLR222C-A	chrXII	582006	582236	-	231	13	10	4	14	6	11	7	5	5	4
YLR223C	chrXII	582233	585490	-	3258	1448	2601	2081	2208	2140	2086	1709	1693	1852	1850
YLR224W	chrXII	586464	587573	+	1110	589	772	500	655	430	559	436	518	517	605
YLR225C	chrXII	587695	588918	-	1224	912	1290	794	1107	743	987	862	848	789	935
YLR226W	chrXII	589354	590541	+	1188	209	358	247	182	128	228	207	265	238	299
YLR227C	chrXII	590562	592043	-	1482	442	613	353	356	266	397	335	283	250	305
YLR228C	chrXII	600019	602463	-	2445	272	361	216	235	181	227	161	194	230	318
YLR229C	chrXII	604212	604787	-	576	266	278	200	349	271	274	304	257	257	296
YLR230W	chrXII	604574	604879	+	306	28	39	14	28	22	31	18	17	13	43
YLR231C	chrXII	605758	607119	-	1362	619	950	583	811	629	730	606	435	462	424
YLR232W	chrXII	606830	607177	+	348	4	7	5	2	2	9	7	4	5	4
YLR233C	chrXII	607425	609524	-	2100	119	180	99	96	87	115	86	96	102	115
YLR234W	chrXII	609783	611753	+	1971	128	226	142	153	90	140	87	52	63	49
YLR235C	chrXII	611532	611930	-	399	0	0	0	0	0	0	0	0	0	0
YLR236C	chrXII	611794	612117	-	324	1	9	4	3	5	6	6	10	9	6
YLR237W	chrXII	612367	614163	+	1797	180	236	158	169	154	165	126	143	154	149
YLR238W	chrXII	614755	616191	+	1437	189	313	211	251	182	239	244	214	200	249
YLR239C	chrXII	616332	617318	-	987	361	548	369	351	266	371	306	214	245	255
YLR240W	chrXII	617533	620160	+	2628	457	642	382	428	295	398	271	352	353	475
YLR241W	chrXII	620473	622821	+	2349	1217	1692	1044	1184	974	1211	1075	960	898	1111
YLR242C	chrXII	622918	623883	-	966	67	100	45	65	52	90	56	40	51	37
YLR243W	chrXII	624203	625021	+	819	214	313	281	211	265	291	254	290	354	357
YLR244C	chrXII	625168	626331	-	1164	515	755	581	588	548	639	556	562	721	677
YLR245C	chrXII	626502	626930	-	429	24	36	26	23	34	29	27	38	31	47
YLR246W	chrXII	627118	628197	+	1080	171	240	178	229	197	190	185	182	170	151
YLR247C	chrXII	628684	633354	-	4671	746	1332	834	878	759	1023	891	773	720	919
